DATE,CPI_diff,IIP_diff,IR_diff,MS_diff,STI_diff,NT_diff,FOREX
2010-11-01,22.694662475967093,3.2483575356856,-5.25,1471.2918496825305,-2.280316628535502,-44.1005594353553,44.9315
2010-12-01,21.7057076439194,2.508655712386087,-5.25,1480.7121937167208,0.6060857927068923,-46.20128026188961,45.1
2011-01-01,20.99858913584829,1.213677691048801,-5.25,1498.21578550787,5.385176696843089,-51.224695350290496,45.375
2011-02-01,22.6043773595938,0.6399501203903952,-5.25,1519.7328364436914,12.451189493635596,-46.871090729719405,45.3795
2011-03-01,23.514860573878,-0.6234912609624956,-5.25,1543.4849230369882,10.034199014652202,-51.27285753178764,44.9143
2011-04-01,23.73945893963869,0.8420971612591899,-5.25,1538.9651481250808,8.209226010153003,-44.216705619711,44.301
2011-05-01,23.803309342173108,3.3335556107377045,-5.25,1588.3675921021304,11.8079657840631,-45.1870491210384,44.9024
2011-06-01,22.936144800030604,0.3565608696538049,-5.25,1609.1734090653324,9.3103210094081,-49.71480006438341,44.8109
2011-07-01,21.4904026103566,2.463103672074695,-5.25,1636.9918481802438,9.623972084678996,-47.1228995566849,44.396
2011-08-01,21.3707218737745,4.534404442430699,-5.25,1761.4812177381225,7.077435994789802,-45.6494839405661,45.3135
2011-09-01,20.3682659004582,4.068654711741402,-5.25,1784.5824200354766,5.534544473158604,-43.928680659519,47.6905
2011-10-01,19.7882806287583,9.05578944264741,-5.25,1800.3625423450144,6.5532201576208,-43.8899509125498,49.202
2011-11-01,19.32516461116261,0.6218159037624957,-5.25,1860.336974932443,7.464017428279405,-45.2671370719436,50.6785
2011-12-01,19.854800621596297,2.278153402051302,-5.25,1839.77387663382,10.887928500817004,-48.877069927455096,52.3824
2012-01-01,19.8912268309294,3.833937760375989,-5.25,1866.7221695419075,12.315776759798103,-48.59460942204221,51.0015
2012-02-01,19.929762593585902,4.006599009820604,-8.75,1865.3495357212696,10.3367167275499,-43.2077728847118,49.1812
2012-03-01,19.8941839714406,4.329269974367591,-8.75,1896.7086713549136,12.907485788723696,-48.9863796502284,50.3635
2012-04-01,18.656443739432007,6.696383379372207,-8.25,1911.984475592803,12.083717751280204,-50.0887402312309,51.69
2012-05-01,18.15999677933,4.7388832771707,-8.25,1942.544556012264,12.090686926096607,-48.0134637339973,54.3314
2012-06-01,17.252750724047203,5.892490622113797,-8.25,1960.6293110735987,9.5813229418141,-46.21389401981391,55.9424
2012-07-01,15.5648318128722,6.717158278862797,-8.25,1997.481716250168,9.889660017298404,-42.6004002242319,55.4248
2012-08-01,15.337705748982302,6.110432764356105,-8.25,2030.638265666911,10.71938513955,-47.35563954995929,55.4935
2012-09-01,15.388898831577706,7.355322150523904,-8.25,2056.5772621169663,11.030903957183613,-37.8928000904229,54.35
2012-10-01,14.585864710459802,5.312643642141808,-8.25,2084.9187346698104,9.162421833328295,-40.8225016163655,53.0995
2012-11-01,13.740919541368598,6.878742528285599,-8.25,2105.997203496363,7.861828268938396,-46.8145106051426,54.7845
2012-12-01,13.0968038486441,6.809467987508498,-8.25,2126.427643689147,7.625560643828194,-37.5094587934188,54.647
2013-01-01,12.618219028631202,6.842645109703099,-8.25,2135.662702680298,9.277791105680905,-42.034990540885104,54.229
2013-02-01,12.6488803808339,7.503168507401497,-8.0,2131.132853450138,12.1962419603245,-44.1031245293234,53.8079
2013-03-01,12.522449073617594,6.1513248788834005,-7.75,2141.223671471634,14.821952253450306,-42.9120690238333,54.4229
2013-04-01,11.65528453147509,5.387350167784206,-7.75,2169.936844001583,16.282638526946897,-39.1959972059462,54.3236
2013-05-01,11.064893385333704,5.9345159930715,-7.5,2187.1221569233203,15.524771824383706,-44.3001375837892,54.9845
2013-06-01,10.153148204914205,8.257727643602607,-7.5,2198.0331298704155,16.278295662709198,-42.69595000003101,58.3835
2013-07-01,8.661839663459489,5.320180096947297,-9.5,2220.288164870897,16.453116849943598,-45.8401233441172,59.7609
2013-08-01,8.015334398921595,4.498652021181101,-9.5,2247.241106603357,20.656272358683296,-47.29990195183031,62.8109
2013-09-01,7.747563019052208,4.565571625524399,-8.75,2276.666457702156,18.4321934931546,-52.9310668735666,63.648
2013-10-01,6.345557646325901,5.8516334408150925,-8.0,2302.698779815797,17.404974768771908,-48.67007704262496,61.6059
